campo_id,seccion,orden,label,tipo,obligatorio,lista_id,valor_normal,reglas,ayuda_kb,plantilla,subtitulo
exc.urocultivo,examenes,20,Urocultivo,opcion,,cultivo,No se realizó,,kb.examenes,ochoa,Laboratorio · Cultivos
exc.otros_cultivos,examenes,30,Otros cultivos,texto_largo,,,,,kb.examenes,ochoa,Laboratorio · Cultivos
exc.ecg_ritmo,examenes,40,Ritmo,opcion_otro,,ecg_ritmo,Ritmo sinusal,,kb.examenes,ochoa,Electrocardiograma
exc.ecg_fc,examenes,50,Frecuencia cardíaca en el electrocardiograma (latidos por minuto),numero,,,60 a 100,valor_unidad_rango,kb.examenes,ochoa,Electrocardiograma
exc.ecg_eje,examenes,60,Eje eléctrico del complejo QRS,opcion_otro,,ecg_eje,"Normal, de 0° a +90°",,kb.examenes,ochoa,Electrocardiograma
exc.ecg_onda_p,examenes,70,Onda P,opcion,,ecg_onda_p,Normal,,kb.examenes,ochoa,Electrocardiograma
exc.ecg_qrs,examenes,80,Complejo QRS,opcion,,ecg_qrs,Normal,,kb.examenes,ochoa,Electrocardiograma
exc.ecg_onda_t,examenes,90,Onda T,opcion,,ecg_onda_t,Normal,,kb.examenes,ochoa,Electrocardiograma
exc.ecg_st,examenes,100,Segmento ST,opcion,,ecg_st,Isoeléctrico,,kb.examenes,ochoa,Electrocardiograma
exc.ecg_pr,examenes,110,Intervalo PR (segundos),numero,,,0.12 a 0.20,valor_unidad_rango,kb.examenes,ochoa,Electrocardiograma
exc.ecg_qtc,examenes,120,Intervalo QT corregido (segundos),numero,,,0.34 a 0.44,valor_unidad_rango,kb.examenes,ochoa,Electrocardiograma
exc.ecg_conclusion,examenes,130,Conclusión del electrocardiograma,multi,,ecg_conclusion,Electrocardiograma dentro de límites normales,con_sustento,kb.examenes,ochoa,Electrocardiograma
exc.rx_partes_blandas,examenes,140,Partes blandas,opcion_otro,,rx_partes_blandas,Sin alteraciones,describir_no_interpretar,kb.examenes,ochoa,Radiografía de tórax
exc.rx_partes_oseas,examenes,150,Partes óseas,opcion_otro,,rx_partes_oseas,Sin alteraciones,describir_no_interpretar,kb.examenes,ochoa,Radiografía de tórax
exc.rx_campos_pulmonares,examenes,160,Campos pulmonares,multi,,rx_campos_pulmonares,"Bien ventilados, con trama vascular conservada","describir_no_interpretar,con_lateralidad",kb.examenes,ochoa,Radiografía de tórax
exc.rx_silueta_cardiovascular,examenes,170,Silueta cardiovascular,multi,,rx_silueta,De tamaño y forma normales,describir_no_interpretar,kb.examenes,ochoa,Radiografía de tórax
exc.rx_ict,examenes,180,Índice cardiotorácico,numero,,,Menor de 0.50,valor_unidad_rango,kb.examenes,ochoa,Radiografía de tórax
exc.rx_conclusiones,examenes,190,Conclusiones de la radiografía de tórax,multi,,rx_conclusion,Radiografía de tórax sin alteraciones,con_sustento,kb.examenes,ochoa,Radiografía de tórax
exc.examenes,examenes,200,Otros estudios,narrativa,,f_otros_estudios,,valor_unidad_rango,kb.examenes,ochoa,Otros estudios
evo.epicrisis,evolucion,10,Epicrisis,narrativa,,f_epicrisis,,"tercera_persona,orden_cronologico",kb.resumen,ochoa,
