lista_id,valor,definicion,fuente
f_ext,a7,"Pérdida de piel: varicosa por insuficiencia venosa, o isquémica (periungueal, con dolor en reposo) por obstrucción arterial avanzada.",08i
f_ext,a8,Dolor en la pantorrilla a la dorsiflexión forzada del pie: tromboflebitis o trombosis venosa profunda.,08i
f_ext,a9,"Hipocratismo digital: cardiopatía congénita cianótica, endocarditis subaguda, cáncer de pulmón o broncopatía crónica.",05i; 08b
f_ext,a10,"Disminución del volumen muscular: lesión de motoneurona inferior, desuso o encamamiento prolongado, o isquemia arterial crónica.",11b; 05i; 08i
f_ext,a11,"Hipoperfusión periférica: hipovolemia (deshidratación, hemorragia) o bajo gasto cardíaco; valorar con presión arterial y diuresis.",FISIOLOGIA 2026/concepts/Perfusión-Tisular.md; FISIOPATOLOGIA 2026/entities/enfermedades/Hipovolemia.md
f_neuro,a1,"Letargo o somnolencia: se duerme con facilidad, despierta y obedece al estimularlo y vuelve a dormirse si el estímulo cesa.",05a
f_neuro,a2,Estupor: actividad mínima; despierta solo con estímulos intensos y repetidos y responde en forma inadecuada al dolor. Paso previo al coma.,05a; 11a
f_neuro,a3,"Pérdida de la orientación: estado confusional agudo (delirio), que fluctúa en el día, o encefalopatía como la hepática; revisar atención.",11a; 09e
f_neuro,a4,"Trastorno de la articulación del habla: lesión piramidal (parálisis pseudobulbar), cerebelosa, de nervios craneales o de los músculos.",05a; 12a; 11c
f_neuro,a5,"Debilidad de medio cuerpo por lesión de la vía piramidal del lado opuesto (motoneurona superior), como en el accidente cerebrovascular.",11b; 11e
f_neuro,a6,"Tono disminuido: lesión de motoneurona inferior (con atrofia e hiporreflexia), síndrome cerebeloso o fase aguda de una lesión piramidal.",11b; 11e
f_neuro,a7,Hipertonía piramidal: la resistencia cede de golpe al extender el miembro. Indica lesión de motoneurona superior.,11b; 11e
f_neuro,a8,"Hipertonía extrapiramidal a saltos, igual en todas las direcciones y con fuerza conservada: síndrome parkinsoniano.",11b; 11e
f_neuro,a9,Hiperreflexia con contracciones rítmicas repetidas al estirar el tendón: lesión de la vía piramidal (motoneurona superior).,11b
f_neuro,a10,"Arreflexia: lesión de motoneurona inferior o del arco reflejo (por ejemplo, Guillain-Barré). Confirmar antes con la maniobra de Jendrassik.",11b
f_neuro,a11,Dorsiflexión del dedo gordo al estimular la planta del pie: lesión de la vía piramidal (motoneurona superior).,11b; 11e
f_neuro,a12,Síndrome meníngeo por inflamación o irritación de las meninges: meningitis o sangre en el espacio subaracnoideo.,11e; 06c
f_neuro,a13,"Si respeta la frente es central (lesión supranuclear del lado opuesto); si la compromete es periférica, como la parálisis de Bell.",11d
f_neuro,a14,Pérdida del equilibrio al cerrar los ojos: falla propioceptiva por lesión de cordones posteriores (tabes); también en lesiones vestibulares.,11c; 11d; 11e
f_neuro,a15,El movimiento se detiene antes de la meta o la sobrepasa: síndrome cerebeloso (neocerebelo).,11c
f_neuro,a16,Atáxica: cerebelo o cordones posteriores. Parkinsoniana: extrapiramidal. En guadaña: hemiplejía. En tijera: lesión piramidal.,05b; 11a
f_neuro,a17,"De reposo: parkinsonismo. De actitud: metabólico (precoma hepático). De acción: cerebeloso, hipertiroidismo o alcoholismo.",05b; 11e
f_neuro,a18,"Aleteo de las manos en extensión forzada: encefalopatía metabólica (encefalopatía hepática, coma urémico).",05b; 09e
f_tratamiento,a1,"Línea de indicación de un medicamento: nombre, dosis, vía y frecuencia completos y sin abreviar; omitir uno de ellos causa errores de administración.",FARMACOLOGIA 2026/clases/65_Prescripcion_racional_y_escritura_de_la_prescripcion.md
f_tratamiento,a2,"Indica el tipo de dieta según el cuadro, por ejemplo hipoproteica en la encefalopatía hepática; su cumplimiento se verifica en la evolución diaria.",09e; 02c
f_tratamiento,a3,Limita la actividad física sin inmovilizar al paciente; el reposo prolongado en cama favorece la trombosis venosa profunda.,08i
f_tratamiento,a4,"Ordena registrar los signos vitales con la periodicidad indicada; la temperatura, una o dos veces al día o cada 4 a 6 horas en casos especiales.",05e; 02c
f_tratamiento,a5,"Mide el volumen de orina de 24 horas (normal 800 a 1800 ml) para detectar oliguria, menos de 400 ml, o anuria, menos de 100 ml.",10a; 10c
f_tratamiento,a6,"Registra el aporte de oxígeno; se indica ante cianosis o hipoxemia con saturación menor de 90 %, como en la neumonía grave.",FISIOPATOLOGIA 2026/clases/Clase_42_NEUMONIA.md
f_tratamiento,a7,"Registra la solución y el volumen por vena; se indica en la deshidratación o cuando las pérdidas por fiebre, taquipnea o sudoración no se cubren por boca.",FISIOPATOLOGIA 2026/clases/Clase_42_NEUMONIA.md; 05b
f_plan,a1,Se pide siempre en el paciente hospitalizado; muestra leucocitosis con desviación a la izquierda en la infección bacteriana y anemia aguda en la hemorragia.,09c; 07e; 09e
f_plan,a2,"Estudia densidad, proteínas, glucosa y sedimento; más de 10 leucocitos por campo sugiere infección urinaria. Muestra: primera orina de la mañana.",10b
f_plan,a3,"Miden la función renal global (creatinina normal 0,6 a 1,4 mg/dl; urea 15 a 45 mg/dl); se piden ante oliguria o riesgo de insuficiencia renal.",10b; 09c
f_plan,a4,Glucosa en sangre: se pide ante sospecha de diabetes mellitus y forma parte del estudio del hipertenso y del síndrome nefrótico.,09c; 08g; 10c
f_plan,a5,"Bilirrubina total y fraccionada, transaminasas, fosfatasa alcalina y tiempo de protrombina, ante sospecha de enfermedad hepática o biliar.",09c; 09e
f_plan,a6,"Proyección de rutina del tórax: muestra condensación, derrame, neumotórax o cardiomegalia (índice cardiotorácico).",07g; 07e; 08f
f_plan,a7,Primer examen ante sospecha de obstrucción intestinal (niveles hidroaéreos); de pie muestra aire bajo el diafragma en la perforación.,09c; 09g
f_plan,a8,"Registra la actividad eléctrica del corazón; se pide ante dolor torácico, arritmias o riesgo de hiperpotasemia en la insuficiencia renal.",08f; 08l; 10c
f_plan,a9,"Imagen del corazón con ondas sonoras: valvulopatías, cardiopatías congénitas, miocardiopatías, vegetaciones de endocarditis y trombos.",08f
f_plan,a10,"Examen de primera línea para tumores, quistes, ascitis, cálculos y abscesos; aclara la obstrucción biliar y el líquido libre abdominal.",09c; 09e; 09g
f_plan,a11,Tinción de Ziehl-Neelsen en tres muestras sucesivas; se pide si la tos dura más de 15 días o se sospecha tuberculosis pulmonar.,07g
f_plan,a12,Cuantifica el intercambio gaseoso: confirma la insuficiencia respiratoria y se pide de rutina en el enfisema.,07g; 07e
f_plan,a13,Estudia la función pulmonar; confirma la obstrucción bronquial en el asma.,07g; 07f
f_plan,a14,Busca huevos y parásitos intestinales en tres muestras de días sucesivos; se pide ante sospecha de parasitosis o diarrea crónica.,09c; 09e
f_plan,a15,"Frase libre: nombra el examen y la pregunta que responde (confirmar o descartar la sospecha, medir la gravedad o buscar complicaciones).",01
f_evolucion,a1,Abre la nota diaria con la fecha y da paso a lo subjetivo: lo que el paciente refiere desde la última visita.,02c
f_evolucion,a2,Da paso a lo objetivo: los signos que el examinador reconoce en el examen del día.,02c; 01
f_evolucion,a3,Da paso al análisis: interpretación y comentario de los datos del día frente al diagnóstico y al tratamiento.,02c
f_evolucion,a4,"Da paso al plan: decisiones del día, verificación del tratamiento y la dieta, y exámenes por pedir.",02c
f_evolucion,a5,Introduce un síntoma: dato subjetivo que solo se conoce porque el paciente lo cuenta.,01
f_evolucion,a6,Introduce los signos: datos objetivos que el examinador reconoce con sus sentidos al explorar.,01
f_examenes,a1,"Resultado del hemograma con su fecha: hemoglobina, hematocrito, leucocitos y plaquetas. Hemoglobina normal 12 a 16 g/dl en mujeres y 13 a 17 g/dl en varones.",BIOQUIMICA 2026/entities/estructuras/Hemoglobina.md
f_examenes,a2,"Resultado del examen de orina con su fecha. Normal: densidad 1 015 a 1 025, pH 4,5 a 7, sin glucosa, hasta 2 hematíes y 3 leucocitos por campo.",10b
f_examenes,a3,"Glucosa en sangre con su fecha, indicando si fue en ayunas. Normal en ayunas 70 a 100 mg/dl; 126 mg/dl o más en dos ocasiones es diabetes.",BIOQUIMICA 2026/entities/estructuras/Glucosa.md
f_examenes,a4,"Función renal con su fecha. Creatinina sérica normal 0,6 a 1,4 mg/dl y urea sanguínea 15 a 45 mg/dl; con ellas se calcula la depuración.",10b
f_examenes,a5,"Bilirrubina total y fracciones con su fecha, junto a las demás pruebas hepáticas. Bilirrubina total normal hasta 1,2 mg/dl; ictericia visible sobre 2,5.",09a
f_examenes,a6,"Informe de la radiografía de tórax con su fecha y proyección. Índice cardiotorácico normal hasta 0,50; por encima hay cardiomegalia.",08f
f_examenes,a7,"Lectura del electrocardiograma con su fecha. Normal: ritmo sinusal, 60 a 100 latidos por minuto, PR 0,12 a 0,20 y QRS menor de 0,12 segundos.",08j
f_examenes,a8,"Informe de la ecografía abdominal con su fecha: órganos, líquido libre, cálculos o masas. Sin cifra de referencia en las notas; se describe el hallazgo.",09c
f_examenes,a9,Resultado de la baciloscopia de esputo (Ziehl-Neelsen) con su fecha y número de muestra; se piden tres muestras si la tos dura más de 15 días.,07g
